mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_23445,ON=C1CC2COCC12,3.57488,1.16829,1.04347,1.5603,75.59,-0.2426,0.0022,0.2447,1176.635,0.148508,-439.035545,-439.027681,-439.026737,-439.068382,30.16
gdb_59942,CC(C)OC(C)(C)C#C,2.49884,1.00388,0.97006,1.4267,88.62,-0.2456,0.0472,0.2928,1432.37,0.200133,-388.258666,-388.247144,-388.2462,-388.295241,42.665
gdb_85240,CC1OC(=N)C2(C)OC12,2.72576,1.62477,1.15895,3.1262,73.75,-0.2614,0.0094,0.2708,1088.7063,0.146967,-439.09804,-439.089579,-439.088635,-439.13082,32.068
gdb_119166,COCC1(CC1)C2CC2,2.47312,1.10041,0.8764,1.0619,86.93,-0.2411,0.0864,0.3275,1443.5152,0.20474,-388.248327,-388.238379,-388.237435,-388.284369,36.827
gdb_19089,C1C2OC3CC3OC12,4.27597,2.21138,1.73154,1.4087,63.8,-0.2393,0.0789,0.3182,767.3337,0.131538,-383.688388,-383.682283,-383.681339,-383.718301,25.017
gdb_1285,CC(=O)CCOC,8.05978,1.09653,0.98888,1.5782,61.93,-0.2465,-0.0117,0.2348,1175.3083,0.145053,-346.867207,-346.858197,-346.857253,-346.901901,29.661
gdb_127523,Cn1c(nc(n1)O)C#N,3.26528,1.32652,0.94896,1.9073,68.64,-0.2567,-0.0604,0.1963,1132.2893,0.090742,-448.965603,-448.957736,-448.956791,-448.998344,27.869
gdb_120759,CCCN1CC1C1CN1,3.48964,0.75556,0.66862,0.6827,88.12,-0.221,0.0774,0.2983,1771.69,0.205622,-384.411103,-384.401153,-384.400209,-384.446989,36.389
gdb_90157,CC1OC23CC12COC3,3.4405,1.44544,1.3202,1.3891,74.11,-0.2334,0.0569,0.2902,1036.3319,0.160105,-422.974378,-422.966786,-422.965842,-423.006013,30.367
gdb_91115,OC1CC2C3CCC1C23,2.65895,1.76722,1.42916,1.2934,79.76,-0.2521,0.0703,0.3224,998.6171,0.186562,-387.100785,-387.093499,-387.092555,-387.132206,30.524
gdb_53214,CC#CC1OC(=N)C1C,3.33253,0.91041,0.81247,3.2201,83.38,-0.2576,0.0176,0.2752,1475.7174,0.145669,-401.929755,-401.919888,-401.918944,-401.9671,34.12
gdb_29996,CC1C=CC2=C1OC=C2,3.14387,1.65472,1.15025,0.3709,80.22,-0.1961,-0.005,0.1911,1049.3777,0.138023,-384.721661,-384.714472,-384.713528,-384.753174,28.502
gdb_57961,CC(O)C(=O)CC1CC1,3.69998,0.81024,0.728,2.8403,79.3,-0.2584,-0.0232,0.2352,1617.4223,0.180104,-424.234825,-424.224716,-424.223771,-424.271627,36.639
gdb_89818,CC1CC2(CC2)C=C1C,2.89263,1.19902,0.94522,0.334,94.56,-0.2102,0.0328,0.243,1354.1978,0.20555,-351.170323,-351.160977,-351.160033,-351.20421,36.425
gdb_17535,CN1C2CC3(CN3)C12,3.87113,1.83981,1.61918,2.1226,72.05,-0.2242,0.0738,0.298,866.4779,0.154569,-343.900786,-343.893517,-343.892572,-343.931973,28.438
gdb_25197,N=C1NC=CN=CC1=O,2.66588,1.77234,1.06458,3.6902,80.51,-0.2303,-0.0969,0.1334,1036.3811,0.103828,-432.891376,-432.884249,-432.883305,-432.923418,26.847
gdb_16633,CN1C2CC2NC1=O,3.31138,2.32709,1.54488,3.7321,64.82,-0.2229,0.057,0.2799,824.5842,0.132361,-379.951665,-379.94447,-379.943526,-379.983025,27.093
gdb_35662,N#CC1OCC(=C1)C#N,4.04396,0.99475,0.88075,2.6973,71.63,-0.2932,-0.0777,0.2155,1240.6878,0.08981,-415.626637,-415.618842,-415.617898,-415.659788,27.33
gdb_101277,CCC(O)C1CC1C#N,2.68865,0.98711,0.85702,5.4667,80.21,-0.2741,0.0308,0.3049,1435.5189,0.169575,-403.15375,-403.143769,-403.142825,-403.189142,36.164
gdb_115351,COC1COC(C)C1O,2.44006,1.38694,1.11658,1.8814,73.98,-0.2438,0.0638,0.3075,1191.221,0.182108,-461.353677,-461.344155,-461.343211,-461.388386,35.333
gdb_104178,COC1(C)CC(C)CO1,2.87719,1.12212,1.0692,0.6336,81.71,-0.2549,0.0856,0.3405,1315.4204,0.204569,-425.444221,-425.434235,-425.433291,-425.479154,37.503
gdb_132806,c1cc(c(c(c1)F)O)O,2.3431,1.81121,1.02155,0.988,67.72,-0.2159,0.0088,0.2247,1053.165,0.100986,-481.856395,-481.848929,-481.847985,-481.887991,29.296
gdb_86694,CN1CC(C=O)C1C#N,2.11014,1.4374,0.93136,5.2594,74.69,-0.2534,-0.0391,0.2143,1239.8217,0.134428,-417.996847,-417.987749,-417.986805,-418.031425,31.884
gdb_82314,CC1C2CN2CC11CN1,2.4841,1.72011,1.26777,2.4833,80.93,-0.2257,0.0659,0.2916,1067.992,0.184777,-383.226394,-383.218419,-383.217474,-383.258483,32.289
gdb_45750,O=C1CC=CC1C1CO1,2.79705,1.41727,1.08993,2.875,73.36,-0.2442,-0.0218,0.2224,1120.1062,0.135489,-421.827475,-421.819502,-421.818557,-421.861152,29.479
gdb_22496,COCCC(=NO)C#C,3.40458,0.72612,0.60524,0.7598,80.76,-0.2415,-0.0335,0.2081,1790.5857,0.143593,-438.995759,-438.985256,-438.984312,-439.032183,36.501
gdb_26778,Cc1c([nH]c(n1)C#N)N,3.61175,1.13184,0.86823,6.7886,80.45,-0.2139,-0.0285,0.1854,1263.8134,0.113872,-413.04544,-413.036724,-413.03578,-413.079092,31.209
gdb_16345,OCC12CC1CC2O,2.9978,1.84094,1.42144,1.4799,67.64,-0.252,0.0625,0.3145,929.4321,0.153764,-384.902729,-384.894687,-384.893743,-384.935152,30.456
gdb_132803,c1cnc(c(c1F)F)N,2.38268,1.81529,1.03098,1.1545,65.2,-0.2224,-0.0132,0.2092,1028.6025,0.089489,-502.052572,-502.04535,-502.044406,-502.084116,27.826
gdb_21358,c1c[nH]c2c1onc2,5.48549,2.20725,1.57393,4.8924,61.99,-0.22,-0.0135,0.2065,726.0851,0.087396,-377.520764,-377.515322,-377.514378,-377.550081,21.485
gdb_77064,OC1C(CC#N)OC1=N,3.28626,1.0603,0.8757,3.4263,67.29,-0.289,-0.0057,0.2833,1266.6125,0.111833,-453.948606,-453.939858,-453.938914,-453.983018,30.655
gdb_4176,CC1C2NC2C1=NO,3.48744,1.82162,1.35611,1.9694,68.79,-0.2314,0.008,0.2394,911.5571,0.130034,-379.828259,-379.820641,-379.819697,-379.859948,28.845
gdb_47411,C1CNC(=O)C12COC2,2.7494,1.53329,1.17845,4.6607,71.6,-0.246,0.0214,0.2675,1068.0643,0.149844,-439.108265,-439.100335,-439.099391,-439.141235,29.545
gdb_91417,CC1C2CC(CC1O)O2,2.42765,1.74119,1.34458,1.8085,76.98,-0.2328,0.0677,0.3004,1043.4851,0.184295,-424.218476,-424.210373,-424.209429,-424.250534,32.798
gdb_34173,N#CC12OC3C4C(C14)C23,3.96644,1.61192,1.41972,4.8355,68.49,-0.2735,-0.0059,0.2676,887.7999,0.102127,-399.470408,-399.464335,-399.463391,-399.500828,24.715
gdb_34262,N#CC12CN3CCC1C23,4.16644,1.32118,1.19181,4.1187,77.03,-0.2443,0.0161,0.2604,1045.0161,0.139188,-380.847466,-380.84061,-380.839666,-380.878654,27.444
gdb_133462,c1coc(n1)C(F)(F)F,3.58349,1.26876,1.12081,2.9488,49.26,-0.2716,-0.0306,0.241,1006.6382,0.063353,-583.072142,-583.065147,-583.064203,-583.105363,24.643
gdb_43418,O=C1C=CNCC2OC12,2.34127,1.91881,1.13625,6.3568,73.27,-0.2251,-0.0413,0.1838,1026.4869,0.126315,-437.882243,-437.874838,-437.873894,-437.914222,28.508
gdb_86569,CC1CC(C1C)C(C)=O,2.72708,1.05232,0.90971,2.5144,86.54,-0.2375,-0.0085,0.2291,1427.9619,0.203393,-388.314365,-388.303821,-388.302877,-388.35085,38.269
gdb_85247,CN1CC(=O)C2(C)CC12,2.67779,1.52713,1.11823,2.9882,79.93,-0.2147,-0.0127,0.2019,1145.0511,0.170342,-403.157408,-403.14855,-403.147606,-403.190554,33.763
gdb_18820,O=C1NC2C3CC1C23,4.29422,2.25187,1.85759,3.8513,63.57,-0.2304,0.0276,0.258,725.602,0.12196,-362.66712,-362.661353,-362.660409,-362.696725,23.68
gdb_126886,CCN=c1oc(no1)C,6.09693,0.82382,0.7439,2.2193,74.86,-0.2395,-0.0042,0.2354,1544.7019,0.134176,-455.143224,-455.134132,-455.133188,-455.178772,31.827
gdb_39983,C1OC11CC2C3OC1C23,3.68189,1.58521,1.43067,1.1249,70.24,-0.2343,0.065,0.2993,935.0887,0.137224,-421.764224,-421.757664,-421.75672,-421.795085,26.993
gdb_88568,CC1CC1C1=CCCC1,3.22297,1.06056,0.88951,0.1599,92.28,-0.2224,0.0297,0.2521,1415.222,0.206891,-351.163503,-351.154384,-351.153439,-351.197933,34.91
gdb_87448,CC12CC(O1)C21CC1O,2.596,1.50015,1.32036,2.2878,76.5,-0.2263,0.0696,0.2959,1061.3668,0.157184,-422.933268,-422.924722,-422.923778,-422.965986,33.392
gdb_133360,NC1=NC(F)=NNC1=N,3.27746,1.44392,1.00233,2.8326,66.32,-0.2143,-0.0456,0.1686,1056.6801,0.091242,-490.236885,-490.2296,-490.228656,-490.268582,28.036
gdb_112798,COC1CC(C)C1C=O,2.17427,1.26782,0.89047,3.9459,80.08,-0.2394,-0.0163,0.223,1369.4094,0.180195,-424.215546,-424.205537,-424.204593,-424.251128,35.799
gdb_124408,CC(C#C)N1C=NN=C1,3.35819,1.18281,1.01068,6.0158,74.82,-0.2499,0.0134,0.2633,1179.7299,0.12426,-396.903934,-396.895539,-396.894595,-396.937914,30.44
gdb_74396,CC1=CC2(O)CC(C2)C1,2.77467,1.47171,1.14703,1.5818,84.07,-0.2246,0.0214,0.246,1147.8685,0.183234,-387.097885,-387.089631,-387.088687,-387.129938,33.821
gdb_15954,C#CC1COC11CC1,3.24737,1.86306,1.37041,1.1651,70.51,-0.2331,0.0365,0.2696,917.1171,0.128926,-346.530328,-346.522683,-346.521738,-346.562405,28.859
gdb_133080,CNc1ncnc(n1)F,4.04535,1.17677,0.91681,3.8442,67.31,-0.2519,-0.0352,0.2166,1180.0059,0.102716,-474.225747,-474.217914,-474.21697,-474.259629,27.27
gdb_88905,CC1CN1CC#CC=O,6.4256,0.55527,0.53194,4.3962,85.57,-0.2432,-0.0582,0.185,2028.2984,0.144821,-401.889176,-401.879242,-401.878298,-401.925832,33.997
gdb_60303,CC(C)OCC#CC=O,5.88312,0.49412,0.46987,4.1245,85.89,-0.2665,-0.0608,0.2057,2290.7287,0.154787,-422.997156,-422.986262,-422.985317,-423.035109,36.611
gdb_124383,CC(=O)Oc1cn[nH]n1,5.15071,1.0433,0.87225,1.7157,64.64,-0.2575,-0.0154,0.242,1246.5212,0.101614,-470.037575,-470.029563,-470.028619,-470.071597,27.754
gdb_115392,COC1CCC(O)CO1,3.24305,1.10002,0.97302,2.2008,75.13,-0.2492,0.08,0.3291,1297.4472,0.183062,-461.366859,-461.357827,-461.356883,-461.400582,34.285
gdb_17896,OC1C2CC1COC2,3.83046,1.8903,1.68511,1.4842,66.9,-0.2499,0.0776,0.3275,831.48,0.156035,-384.920808,-384.914014,-384.91307,-384.951347,27.251
gdb_18901,CC12C3C4C1CC2N34,3.49119,2.66286,2.19217,1.9649,70.3,-0.2204,0.0845,0.3049,716.1381,0.143697,-326.644007,-326.637952,-326.637007,-326.67368,25.149
gdb_56965,NC(C#N)C1CN1C=O,3.0138,0.98799,0.77525,4.3816,71.54,-0.2656,-0.0168,0.2488,1394.9205,0.123558,-434.05569,-434.046456,-434.045512,-434.090555,32.163
gdb_58542,CC(O)C1(C)CNC1=O,2.08038,1.46361,1.41176,2.3651,74.9,-0.2458,0.0298,0.2755,1101.2469,0.169871,-440.313322,-440.303638,-440.302694,-440.3474,36.291
gdb_19865,C1C2C3OCCC3N12,3.79791,2.23687,1.96615,0.9378,65.76,-0.2356,0.0715,0.3071,750.972,0.145114,-363.810646,-363.804429,-363.803485,-363.841002,24.667
gdb_131527,OC1CCN2N=NC=C12,3.1473,1.6068,1.17406,3.9167,70.04,-0.2576,-0.0051,0.2525,1012.913,0.127633,-434.067694,-434.060487,-434.059543,-434.09964,27.173
gdb_124011,C1C=Cc2c(n[nH]n2)N1,3.76322,1.65017,1.16354,1.727,75.37,-0.1915,-0.0194,0.1721,983.2326,0.11735,-413.000838,-412.994072,-412.993127,-413.031925,26.344
gdb_61157,CN(CC#C)C(=N)C=O,3.21764,0.98566,0.86513,3.3459,77.59,-0.2395,-0.0719,0.1677,1347.8046,0.133291,-417.966665,-417.956772,-417.955828,-418.002215,34.605
gdb_32399,c1c(nc([nH]1)C#N)CO,6.47294,0.86848,0.76941,5.0937,73.79,-0.2413,-0.0375,0.2038,1371.295,0.102312,-432.911058,-432.902863,-432.901919,-432.944683,28.938
gdb_69910,CC12NC1C1CC2C1=O,2.73747,1.76383,1.41473,2.2877,75.0,-0.2357,0.0006,0.2364,967.9342,0.149031,-401.917651,-401.910363,-401.909419,-401.949079,29.601
gdb_25501,c1cnc(cn1)CC=O,4.44081,0.97636,0.87058,2.3811,75.63,-0.2493,-0.0607,0.1886,1283.0311,0.113635,-416.863073,-416.855449,-416.854505,-416.89655,27.183
gdb_91296,CC1CC2CC(C#N)C12,2.47804,1.54857,1.13657,4.1283,82.2,-0.2848,0.0284,0.3131,1126.9282,0.172248,-366.004754,-365.996374,-365.99543,-366.038333,32.157
gdb_91633,CC1OC2CC1N1CC21,2.87807,1.782,1.55719,1.7548,77.27,-0.2357,0.0964,0.3321,955.4103,0.173985,-403.124354,-403.117376,-403.116432,-403.155254,29.542
gdb_62710,CC1(O)C2C3OCC1C23,2.85692,1.71501,1.51382,1.3594,73.46,-0.2314,0.0766,0.308,952.6032,0.159658,-422.993018,-422.985444,-422.9845,-423.024369,31.234
gdb_47388,O=C1NCCC(N1)C#N,2.58507,1.40251,1.1428,4.3073,69.16,-0.2559,0.0123,0.2682,1087.1483,0.127486,-434.129945,-434.121936,-434.120992,-434.162986,29.67
gdb_128558,COC1=CC(=N)N=NO1,1.87215,1.02283,0.69655,1.9927,67.9,-0.2512,-0.0247,0.2265,1534.3188,0.094068,-470.060025,-470.048345,-470.047401,-470.102123,34.828
gdb_102872,CN=COC(CN)C#N,2.65696,1.0066,0.78061,5.0028,76.9,-0.2439,0.0012,0.2451,1460.1091,0.146441,-435.260416,-435.250313,-435.249368,-435.296493,34.977
gdb_96532,OC1CCCCOC1=N,2.35181,1.57823,1.02215,3.6603,76.25,-0.2551,0.0143,0.2695,1178.2321,0.17279,-440.299635,-440.291164,-440.29022,-440.332782,32.784
gdb_40126,C1CC11OC=NC2CC12,3.01749,1.66961,1.30077,2.0719,76.69,-0.224,0.0209,0.2449,1004.0399,0.149258,-401.93034,-401.923077,-401.922133,-401.962149,29.222
gdb_40865,C1CC2(C1)C1CC3C1N23,3.79913,1.47508,1.35526,1.5569,81.65,-0.2336,0.0846,0.3182,1022.2443,0.172787,-365.935244,-365.928169,-365.927224,-365.9666,29.318
gdb_78636,OC1C2C3C1C2N3C=O,4.96387,1.07523,1.00288,5.0462,71.09,-0.2326,0.019,0.2516,1163.9921,0.123805,-437.801508,-437.794069,-437.793125,-437.833632,28.375
gdb_66633,CC12C3C1C1CC3C2C1,3.20184,1.78113,1.63473,0.2039,84.35,-0.2435,0.099,0.3425,945.2258,0.186214,-349.948816,-349.942138,-349.941194,-349.979326,29.181
gdb_68329,CC12CC(O1)C2CC=O,3.48656,0.97114,0.87487,2.9241,77.46,-0.2454,-0.0203,0.2251,1362.2504,0.156791,-422.973733,-422.964884,-422.96394,-423.008022,32.713
gdb_95297,OC1CCC2CCC12O,2.03587,1.80219,1.38733,1.8078,76.87,-0.2473,0.0672,0.3145,1057.3216,0.183273,-424.22855,-424.219965,-424.219021,-424.261328,34.264
gdb_16582,CC1C2C(O)C(=O)N12,2.60817,2.26923,1.85128,2.7227,60.95,-0.2399,-0.0173,0.2227,796.9507,0.117911,-399.771663,-399.764063,-399.763119,-399.803336,27.963
gdb_83432,OC1C2CCC12C1CN1,2.89033,1.2749,1.12235,1.82,79.35,-0.2319,0.0697,0.3016,1174.582,0.171814,-403.082154,-403.073675,-403.072731,-403.115565,32.719
gdb_72776,OC12COC1=NC1CC21,2.8224,1.82933,1.50827,3.0072,68.34,-0.2417,-0.0054,0.2363,905.4875,0.125297,-437.830516,-437.823549,-437.822605,-437.861517,28.153
gdb_47591,O=C1CCNC2CNC12,2.38713,1.78197,1.1648,3.2876,75.64,-0.218,-0.0184,0.1996,1071.6646,0.162405,-419.195284,-419.187584,-419.186639,-419.227772,30.032
gdb_26081,OC(C#N)C1=COC=N1,3.36675,1.13199,1.04233,4.473,63.18,-0.2739,-0.0264,0.2475,1129.1929,0.090265,-452.772724,-452.765079,-452.764135,-452.80591,27.103
gdb_56002,CC(=O)CC1CCC=C1,4.13488,0.86449,0.77935,2.522,84.86,-0.2344,-0.0096,0.2248,1531.3561,0.181577,-387.130016,-387.120503,-387.119559,-387.165878,34.433
gdb_46670,O=C1CNC2C3CC12O3,2.85455,1.81681,1.35939,3.7771,69.4,-0.2401,-0.0358,0.2043,935.2935,0.125157,-437.787951,-437.781168,-437.780224,-437.819079,27.308
gdb_113369,CCC1(CC)CC1CO,2.17517,0.98704,0.8327,1.3908,89.6,-0.2555,0.0782,0.3337,1565.8993,0.227163,-389.48048,-389.469285,-389.46834,-389.517032,41.119
gdb_108221,CC1C2(C)COC12CO,1.96692,1.41764,1.31075,1.2815,78.85,-0.2289,0.0639,0.2928,1174.2115,0.180558,-424.185884,-424.175997,-424.175053,-424.22045,36.526
gdb_28672,Cc1ccc([nH]1)CC#C,3.27406,1.07568,0.83446,1.3862,85.71,-0.1908,0.042,0.2329,1373.5873,0.147133,-364.82521,-364.816082,-364.815138,-364.859766,33.727
gdb_83480,CC1C2CCC1C(=N)O2,2.82834,1.50041,1.4423,3.2802,79.05,-0.2498,0.0358,0.2856,1033.4649,0.174248,-403.185799,-403.178269,-403.177324,-403.217432,30.59
gdb_29294,c1c(nc(o1)N2CC2)N,4.53671,1.11323,0.93712,0.3597,73.42,-0.1884,0.0255,0.2139,1224.8011,0.125969,-434.064036,-434.05612,-434.055176,-434.097011,29.606
gdb_45159,N=C1OC2CC3C(O2)C13,3.10479,1.85815,1.6236,3.212,68.59,-0.2463,0.0244,0.2707,865.1067,0.128135,-437.903141,-437.897099,-437.896155,-437.933444,25.328
gdb_51441,O=CCC1C2CC2C1=O,3.2232,1.08365,0.88743,4.5956,73.5,-0.2468,-0.0249,0.2219,1282.7805,0.134401,-421.821887,-421.81344,-421.812495,-421.856148,30.485
gdb_21057,Cn1c(=O)[nH]c(n1)O,4.00322,1.8541,1.27744,2.9399,56.25,-0.2097,0.0433,0.2529,879.4945,0.09665,-431.965751,-431.958389,-431.957445,-431.997425,26.425
gdb_42587,O=C1C2C3C2N2CC3C12,3.6048,1.86166,1.6218,3.568,70.58,-0.2343,-0.0249,0.2094,842.1717,0.127975,-400.715853,-400.710175,-400.709231,-400.745737,24.331
gdb_24607,C1CC(O1)C1=CNC=C1,4.67663,1.03835,0.93549,1.9658,78.59,-0.2024,0.0447,0.2472,1267.3557,0.150012,-401.962074,-401.954255,-401.95331,-401.995439,29.423
gdb_102101,CCC(C=O)C1CC1C,2.18011,1.13189,0.85077,2.5989,86.73,-0.2405,-0.017,0.2235,1471.866,0.203164,-388.295766,-388.284996,-388.284051,-388.332529,38.486
gdb_131113,OC(C#N)C1=CNN=N1,3.35402,1.17148,1.01882,5.9512,63.54,-0.2853,-0.0301,0.2552,1126.2175,0.090755,-448.922927,-448.915233,-448.914289,-448.956473,27.259
gdb_129438,c1c(nnnn1)C(=O)N,4.12109,1.29818,0.9872,3.424,62.89,-0.2691,-0.1121,0.157,1071.9256,0.077511,-464.960909,-464.953501,-464.952557,-464.993256,26.588
gdb_40743,C1CC1C1OC2COC12,3.79078,1.16457,1.04946,0.9841,75.75,-0.2433,0.0609,0.3042,1199.7841,0.159858,-422.964039,-422.956285,-422.95534,-422.996888,29.759
gdb_71634,OC12CC3C1CCCC23,2.62682,1.59476,1.53845,1.1869,81.71,-0.2513,0.0794,0.3307,1015.6895,0.185541,-387.065192,-387.057748,-387.056804,-387.09655,31.131
gdb_29437,c1c(nc([nH]1)OC=O)O,4.75369,0.94271,0.78908,2.5809,63.29,-0.2086,-0.0185,0.1901,1315.8484,0.08928,-489.937542,-489.929546,-489.928602,-489.971029,28.447
gdb_102974,OCC(CCC=O)C=O,3.05899,0.72148,0.6162,4.3317,73.42,-0.2467,-0.0308,0.2159,1751.6196,0.155221,-460.173181,-460.162478,-460.161534,-460.210743,35.845
gdb_67036,CC12C3CC1(O)CCC23,2.07813,1.97173,1.57224,0.9758,81.31,-0.235,0.0751,0.3102,1003.608,0.183303,-387.081491,-387.073192,-387.072247,-387.113592,33.483
gdb_112221,CCC1OC(=N)C1C#C,2.06627,1.43283,0.94219,2.6521,79.63,-0.2664,0.0189,0.2853,1274.247,0.145837,-401.919337,-401.910084,-401.90914,-401.953757,33.91
gdb_124578,CC(C)Cn1cncn1,4.09207,0.9391,0.90172,3.2381,80.12,-0.2597,0.011,0.2707,1385.1935,0.172483,-399.365604,-399.356622,-399.355678,-399.400218,32.611
gdb_35143,C#CC1OC(C=C1)C#C,4.93226,0.98765,0.88954,1.7755,79.74,-0.2589,-0.003,0.2559,1271.607,0.110087,-383.408688,-383.400227,-383.399283,-383.442425,31.409
gdb_51378,N=C1OC2C(CC=O)C12,3.99912,0.92563,0.88692,2.5186,71.55,-0.2555,-0.0328,0.2226,1309.792,0.12295,-437.857622,-437.84944,-437.848495,-437.891941,29.486
gdb_4966,Cc1ccncc1O,3.32631,2.23191,1.34692,3.8062,70.21,-0.2288,-0.0164,0.2124,872.2308,0.120382,-362.728149,-362.721085,-362.720141,-362.759169,26.763
gdb_113071,CCC1CC(CC)C1C,2.03862,1.07868,0.87397,0.1569,95.86,-0.2706,0.0784,0.349,1562.661,0.251244,-353.561238,-353.550258,-353.549314,-353.597257,41.205
gdb_24006,C#Cc1c[nH]cc1C#C,1.99232,1.86079,0.96215,3.2265,86.35,-0.2139,0.0024,0.2162,1142.6509,0.100456,-362.390485,-362.382389,-362.381445,-362.422939,31.2
gdb_77733,OC1C23CCOC12CO3,2.31948,2.00932,1.61414,1.8819,66.33,-0.2265,0.0404,0.2669,905.33,0.136385,-458.885247,-458.877914,-458.87697,-458.916711,29.105
gdb_15026,C1CN1C(C#N)C#N,2.53976,2.00189,1.17311,5.0958,63.17,-0.2866,-0.0258,0.2608,956.4206,0.095025,-357.615061,-357.607451,-357.606507,-357.647555,26.484
gdb_64132,CC1(C)COC(C1)C#C,3.22522,1.09022,1.01835,1.6942,83.96,-0.2522,0.0358,0.288,1287.8793,0.180947,-387.067544,-387.057996,-387.057052,-387.102179,36.428
gdb_1943,N=C1CC(O1)C=O,6.39686,1.89294,1.7147,3.3779,52.74,-0.2656,-0.0433,0.2222,716.6084,0.089255,-360.512026,-360.505631,-360.504687,-360.542899,22.203
gdb_55194,CC(=O)C1CC=C(C)C1,3.65063,0.97516,0.84769,2.4212,85.47,-0.2296,-0.0069,0.2227,1438.9776,0.181205,-387.137318,-387.127597,-387.126653,-387.17285,35.284
gdb_34326,N#CC12CCC=C1CO2,2.36094,1.81461,1.32518,4.5739,75.04,-0.2638,-0.0224,0.2414,990.6186,0.125288,-400.725273,-400.717844,-400.716899,-400.757203,28.454
gdb_65015,CC1(CO1)C(C=O)C#N,2.29153,1.34168,1.08091,4.0273,69.16,-0.2778,-0.0512,0.2266,1152.6374,0.120997,-437.881807,-437.872479,-437.871535,-437.916627,32.509
gdb_109249,OCC1=CCC2CC1O2,3.48711,1.22068,1.05458,1.8693,76.49,-0.2251,0.0173,0.2424,1178.3506,0.160401,-423.004218,-422.996256,-422.995312,-423.036788,30.902
gdb_133775,OCC1OC1C(F)(F)F,3.22943,1.00134,0.93163,1.1141,51.05,-0.2801,0.0584,0.3385,1220.4148,0.095903,-605.295985,-605.28731,-605.286366,-605.330995,30.326
gdb_25709,CC#CCc1c[nH]cn1,5.01397,0.78129,0.68163,3.4299,81.95,-0.2177,0.0348,0.2526,1616.3131,0.136549,-380.889327,-380.880264,-380.879319,-380.92557,31.622
gdb_13176,OC(C#C)C1CCO1,3.71615,1.49266,1.13152,1.2158,66.61,-0.2445,0.0255,0.27,1031.3251,0.12857,-383.673769,-383.665312,-383.664368,-383.707249,30.091
gdb_72046,CC12CC3CN1C23C#N,2.48486,1.68192,1.3066,4.6688,78.65,-0.259,0.0029,0.2619,1022.7892,0.136823,-380.82726,-380.819584,-380.81864,-380.859302,29.611
gdb_33240,CCOCc1cc[nH]c1,5.42385,0.73524,0.65543,0.8735,82.85,-0.1981,0.0539,0.252,1721.3319,0.171181,-403.177314,-403.167869,-403.166924,-403.213584,33.8
gdb_102662,C1CC1CC(CO)CO,2.95355,0.78547,0.69533,3.1457,82.43,-0.2443,0.0611,0.3054,1703.1924,0.205003,-425.403941,-425.39354,-425.392596,-425.440233,38.224
gdb_133014,CN=C1OC(F)=NC=N1,2.91952,1.46779,0.98272,1.472,65.9,-0.2619,-0.0727,0.1892,1098.5873,0.088283,-494.057554,-494.049705,-494.04876,-494.091839,27.019
gdb_75618,CC1C(=O)C(C)C11CN1,2.05019,1.67467,1.08397,2.2588,79.34,-0.2343,-0.0207,0.2136,1175.7992,0.169199,-403.135056,-403.125593,-403.124649,-403.169376,34.944
gdb_4827,Cc1ncc(o1)CO,4.78043,1.38085,1.14019,1.8862,64.25,-0.2362,-0.0002,0.236,1031.4326,0.118976,-399.83523,-399.827362,-399.826418,-399.868056,27.558
gdb_54354,[O-]C(=O)C1(C[NH2+]C1)C#C,2.15226,1.78182,1.1414,5.5293,70.57,-0.2609,0.009,0.2699,1061.6636,0.124214,-437.85594,-437.847746,-437.846802,-437.888685,31.056
gdb_61953,OC(CCC#N)CC#C,6.51072,0.58777,0.55862,3.4857,79.35,-0.2711,0.0324,0.3035,1885.221,0.144814,-401.93058,-401.920327,-401.919382,-401.966658,36.19
gdb_120476,CC1CC(CCO)C1C,3.39764,0.76535,0.69047,1.35,89.36,-0.2607,0.0795,0.3402,1745.5271,0.227954,-389.483791,-389.473064,-389.47212,-389.519666,39.877
gdb_17230,N#CC12OC3CC1C23,5.59,1.74883,1.59817,4.9027,62.89,-0.2576,-0.0075,0.2501,783.8643,0.096396,-361.400343,-361.394437,-361.393493,-361.430305,23.014
gdb_124296,CC(=O)Cc1ccn[nH]1,4.7108,0.97629,0.83047,4.72,74.93,-0.2308,-0.0312,0.1996,1356.8094,0.136587,-418.055054,-418.046578,-418.045634,-418.08924,30.562
gdb_69651,CC12CC1C1(COC1)O2,3.94305,1.20079,1.0912,2.6293,75.49,-0.238,0.0705,0.3085,1165.4951,0.15803,-422.966942,-422.95868,-422.957736,-422.999856,31.619
gdb_102717,CCC(CC1CN1)C#N,3.11694,0.92123,0.75572,4.6327,83.14,-0.2469,0.0322,0.2791,1553.2797,0.182486,-383.265046,-383.255093,-383.254149,-383.30064,35.74
gdb_128574,COc1cc(n[nH]1)C=O,6.83265,0.85995,0.76758,6.2486,72.25,-0.2321,-0.0438,0.1883,1404.0073,0.112814,-453.956805,-453.948494,-453.94755,-453.990348,29.361
gdb_44379,O=C1CN2CC3C(O1)C23,3.4465,1.68859,1.41115,3.7909,67.35,-0.2264,0.0083,0.2347,914.0102,0.126711,-437.868571,-437.8621,-437.861156,-437.899446,26.082
